0
Streptomyces pluripotens
Arthrobacter sp. YN
Vitreoscilla filiformis
Nitrosospira lacus
Methylophaga nitratireducenticrescens
Pseudoalteromonas espejiana
Pseudoalteromonas nigrifaciens
Acetobacter oryzifermentans
Bosea sp. AS-1
Sphingorhabdus sp. SMR4y
Shewanella bicestrii
Paraphotobacterium marinum
Brachybacterium avium
Virgibacillus phasianinus
Vibrio sp. 2521-89
Neisseria chenwenguii
Chryseobacterium sp. T16E-39
Salinicoccus sp. BAB 3246
Candidatus Mycoplasma girerdii
Granulosicoccus antarcticus
Brevibacillus formosus
Nitrospirillum amazonense
Brachyspira hampsonii
Diaphorobacter polyhydroxybutyrativorans
Mycoplasma hyosynoviae
Idiomarina piscisalsi
Kluyvera genomosp. 3
Capnocytophaga endodontalis
Halobacillus halophilus
Methylovulum psychrotolerans
Bdellovibrio bacteriovorus
Enterobacter cloacae complex sp. ECNIH7
Bacillus sonorensis
Bacillus sp. MD-5
Alkalitalea saponilacus
Enterococcus wangshanyuanii
Anoxybacillus flavithermus
Sphingobacterium sp. G1-14
Vibrio gazogenes
Streptomyces albireticuli
Paenibacillus donghaensis
Stenotrophomonas sp. WZN-1
Brevefilum fermentans
Bradyrhizobium sp. ORS 285
Herbinix luporum
Levilactobacillus zymae
Acidovorax sp. T1
Acetobacter ascendens
Komagataeibacter europaeus
Nostocales cyanobacterium HT-58-2
Pseudomonas sp. M30-35
Tatumella citrea
Oleiphilus messinensis
Tumebacillus avium
Sulfurospirillum sp. SL2-1
Cellvibrio sp. PSBB006
Corynebacterium silvaticum
Sulfuriferula sp. AH1
Yoonia vestfoldensis
Comamonas serinivorans
Cyanobium sp. NIES-981
Oceanisphaera profunda
Oceanisphaera avium
Mycobacterium dioxanotrophicus
Paenibacillus bovis
Kushneria marisflavi
Acidovorax carolinensis
Kushneria konosiri
Sphingobacteriaceae bacterium GW460-11-11-14-LB5
Sphingomonas sp. KC8
Eggerthella lenta
Campylobacter sp. RM8964
Campylobacter sp. RM12175
Campylobacter sp. RM6137
Rhizobium sp. Kim5
Streptomyces sp. SCSIO 3032
Rhizobium etli
Pseudorhodoplanes sinuspersici
Bordetella genomosp. 9
Bordetella genomosp. 6
Bordetella genomosp. 8
Bordetella genomosp. 13
Ruminococcaceae bacterium CPB6
Mesorhizobium sp. WSM1497
Erysipelotrichaceae bacterium I46
Rhizobium sp. TAL182
Rhizobium sp. NXC14
Ketogulonicigenium robustum
Methylocystis bryophila
Candidatus Nucleicultrix amoebiphila
Oceanicoccus sagamiensis
Nonlabens tegetincola
Sedimentisphaera salicampi
Rhizobium sp. CIAT894
Prosthecochloris sp. HL-130-GSB
Burkholderia savannae
Alkalihalobacillus krulwichiae
Sporosarcina sp. P37
Sporosarcina ureae
Fibrella sp. ES10-3-2-2
Cellulosimicrobium sp. TH-20
Mycobacterium colombiense
Paracoccus contaminans
Magnetospirillum sp. ME-1
Pantoea alhagi
Staphylococcus lutrae
Paraburkholderia acidophila
Halobacillus mangrovi
Cnuibacter physcomitrellae
Streptomyces sp. S8
Burkholderiales bacterium YL45
Muribaculum intestinale
Bacteroides caecimuris
Hungateiclostridiaceae bacterium KB18
Lachnoclostridium sp. YL32
Candidatus Azobacteroides pseudotrichonymphae
Streptomyces sp. MOE7
Klebsiella sp. M5al
Tatlockia micdadei
Veillonella atypica
Kitasatospora aureofaciens
Kitasatospora albolonga
Halomonas sp. GT
Streptomyces gilvosporeus
Streptomyces violaceoruber
Clostridium formicaceticum
Streptomyces sp. Sge12
Sphingobium herbicidovorans
Roseovarius mucosus
Parasaccharibacter apium
Rhodovulum sp. P5
Rhodococcus sp. BH4
Rickettsia amblyommatis
Rickettsia bellii
Colwellia sp. PAMC 21821
Sporosarcina sp. P33
Actinomyces gaoshouyii
Cognaticolwellia beringensis
Shewanella japonica
Nitrospira japonica
Clostridium argentinense
Frondihabitans sp. 762G35
Candidatus Riesia sp. GBBU
Rhodovulum sp. MB263
Alcanivorax xenomutans
Rhodothermaceae bacterium RA
Actinoplanes sp. SE50/110
Spirosoma rigui
Nonomuraea sp. ATCC 55076
Spirosoma aerolatum
Pseudomonas sp. S-6-2
Martelella mediterranea
Pseudomonas sp. LPH1
Ligilactobacillus acidipiscis
Psychrobacter sp. DAB_AL43B
Thiomonas intermedia
Streptomyces sp. 3211
Spiroplasma eriocheiris
Herbaspirillum robiniae
Curtobacterium pusillum
Brucella pituitosa
Pseudomonas sp. CC6-YY-74
Desulfococcus multivorans
Corynebacterium stationis
Bartonella sp. JB63
Bartonella sp. JB15
Bartonella sp. Raccoon60
Bartonella sp. WD16.2
Bartonella sp. A1379B
Tessaracoccus sp. T2.5-30
Elizabethkingia ursingii
Campylobacter pinnipediorum
Streptomyces hygroscopicus
Lentilactobacillus curieae
Chromatiaceae bacterium 2141T.STBD.0c.01a
Komagataeibacter nataicola
Halomonas sp. 'Soap Lake #7'
Planococcus faecalis
Streptomyces niveus
Chlamydia gallinacea
Streptomyces sp. fd1-xmd
Anaerohalosphaera lusitana
Cellvibrio sp. PSBB023
Bartonella apis
Acetobacter persici
Gluconobacter albidus
Neoasaia chiangmaiensis
Polaribacter sp. BM10
Jeotgalibaca dankookensis
Paenalcaligenes hominis
Thioclava nitratireducens
Candidatus Tokpelaia hoelldoblerii
Shewanella psychrophila
Streptomyces pactum
Novibacillus thermophilus
Desulfotomaculum ferrireducens
Clostridium saccharobutylicum
Clostridium saccharoperbutylacetonicum
Sphingomonas sp. LM7
Aquaspirillum sp. LM1
Janthinobacterium sp. LM6
Brevundimonas sp. LM2
Chlamydia pneumoniae
Helicobacter bilis
Limihaloglobus sulfuriphilus
Microbulbifer agarilyticus
Planococcus lenghuensis
Labrenzia aggregata
Pseudoalteromonas aliena
Bacillus sp. 275
Vagococcus penaei
Tessaracoccus flavescens
Leuconostoc garlicum
Sedimentisphaera cyanobacteriorum
Tessaracoccus aquimaris
Tessaracoccus flavus
Abyssicoccus albus
Spirosoma montaniterrae
Thermoanaerobacterium saccharolyticum
Sphingopyxis sp. QXT-31
Rhodococcus sp. MTM3W5.2
Halioglobus japonicus
Streptomyces autolyticus
Fuerstia marisgermanicae
Salipiger abyssi
Jeotgalibaca sp. PTS2502
Polaribacter reichenbachii
Microbacterium aurum
Proteiniphilum saccharofermentans
Brucella sp. 09RB8910
Seonamhaeicola sp. S2-3
Lacinutrix venerupis
Winogradskyella sp. J14-2
Halomonas sp. 1513
Brucella sp. 09RB8471
Sphingomonas sp. LK11
Companilactobacillus allii
Brachybacterium sp. P6-10-X1
Salipiger profundus
Tateyamaria omphalii
Arthrobacter sp. QXT-31
Herminiimonas arsenitoxidans
Propionimicrobium sp. Marseille-P3275
Paludisphaera borealis
Poseidonibacter parvus
Rhodoferax antarcticus
Rhodoferax saidenbachensis
Rhodoferax koreense
Betaproteobacteria bacterium GR16-43
Dehalogenimonas formicexedens
Halioglobus pacificus
Salaquimonas pukyongi
Sphingobacterium sp. B29
Dietzia timorensis
Companilactobacillus crustorum
Gramella flava
Rickettsia rickettsii
Borreliella mayonii
Rhodococcus sp. YL-1
Roseomonas gilardii
Pseudomonas alcaliphila
Streptomyces sp. TN58
Massilia putida
Actinoalloteichus sp. GBA129-24
Actinoalloteichus fjordicus
Cellulophaga lytica
Corynebacterium phocae
Marinitoga sp. 1137
Corynebacterium sphenisci
Corynebacterium frankenforstense
Corynebacterium flavescens
Corynebacterium aquilae
Thermosipho melanesiensis
Thermosipho sp. 1063
Amylolactobacillus amylophilus
Borrelia anserina
Methylobacterium phyllosphaerae
Salegentibacter sp. T436
Weissella jogaejeotgali
Thalassolituus oleivorans
Pandoraea thiooxydans
Streptomyces sp. Tue 6075
Minicystis rosea
Sphingomonas koreensis
Paraburkholderia sp. SOS3
Thauera chlorobenzoica
Maribacter hydrothermalis
Marivivens sp. JLT3646
Xanthomonas vesicatoria
Rhizobium gallicum
Paenibacillus xylanexedens
Parageobacillus thermoglucosidasius
Staphylococcus succinus
Clostridium kluyveri
Mycoplasmopsis pullorum
Bacillus sp. H15-1
Virgibacillus sp. 6R
Marinilactibacillus sp. 15R
Francisella uliginis
Pandoraea pulmonicola
Pandoraea vervacti
Tardibacter chloracetimidivorans
Mesorhizobium oceanicum
Microbacterium sp. 1.5R
Bacillus weihaiensis
Sinorhizobium americanum
Tenacibaculum todarodis
Sphingopyxis sp. LPB0140
Gramella salexigens
Anaerococcus mediterraneensis
Ndongobacter massiliensis
Lachnoclostridium phocaeense
Phaeobacter porticola
Syntrophotalea acetylenica
Salimicrobium jeotgali
Actinomyces pacaensis
Desulfovibrio piger
Syntrophotalea acetylenivorans
Luteibacter rhizovicinus
Microbacterium paludicola
Exiguobacterium sp. ZWU0009
Chelatococcus daeguensis
Neomicrococcus aestuarii
Caldithrix abyssi
Sulfitobacter alexandrii
Nocardia mangyaensis
Aurantiacibacter gangjinensis
Delftia sp. HK171
Halomonas aestuarii
Mycobacterium sp. WY10
Spiroplasma sp. NBRC 100390
Alteromonas sp. RW2A1
Rhodococcus sp. 2G
Olsenella timonensis
Ezakiella massiliensis
Francisella hispaniensis
Synechococcus sp. SynAce01
Thermus brockianus
Flavobacteriaceae bacterium UJ101
Francisella frigiditurris
Francisella sp. MA067296
Planococcus versutus
Clostridium estertheticum
Vagococcus teuberi
Planococcus donghaensis
Planococcus halocryophilus
Planococcus antarcticus
Pandoraea norimbergensis
Pandoraea faecigallinarum
Planococcus plakortidis
Myroides sp. ZB35
Janthinobacterium sp. 1_2014MBL_MicDiv
Maribacter sp. 1_2014MBL_MicDiv
Paraburkholderia sprentiae
Butyrivibrio hungatei
Flavobacterium commune
Paenibacillus crassostreae
Bacillus xiamenensis
Clostridium pasteurianum
Boudabousia tangfeifanii
Rhodobacter sp. LPB0142
Akkermansia glycaniphila
Petrimonas mucosa
Brucella inopinata
Ketogulonicigenium vulgare
Hyphomonas sp. Mor2
Methylobacterium sp. C1
Arthrobacter sp. ZXY-2
Cupriavidus malaysiensis
Cupriavidus sp. USMAA2-4
Cupriavidus sp. USMAHM13
Candidatus Rhodoluna planktonica
Marinobacter salinus
Psychrobacter sp. AntiMn-1
Thalassotalea crassostreae
Flavobacterium crassostreae
Bacillus sp. ABP14
Jeongeupia sp. USM3
Curtobacterium sp. BH-2-1-1
Stenotrophomonas sp. LM091
Microbacterium sp. BH-3-3-3
Spiroplasma sp. TU-14
Kozakia baliensis
Rhodococcus sp. WMMA185
Colwellia sp. PAMC 20917
Corynebacterium sp. NML98-0116
Moorea producens
Candidatus Melainabacteria bacterium MEL.A1
Weissella soli
Flavobacterium gilvum
Hydrogenophaga crassostreae
Polaribacter vadi
Urechidicola croceus
Acidihalobacter yilgarnenesis
Sporosarcina ureilytica
Klebsiella sp. LTGPAF-6F
Streptomyces rubrolavendulae
Geosporobacter ferrireducens
Pseudoalteromonas luteoviolacea
Arthrobacter sp. U41
Microbulbifer aggregans
Exiguobacterium sp. U13-1
Hydrogenophaga sp. PBC
Actinoalloteichus hymeniacidonis
Chlorobaculum limnaeum
Lacunisphaera limnophila
Novosphingobium resinovorum
Pectobacterium wasabiae
Bosea vaviloviae
Streptomyces fodineus
Formosa sp. Hel1_33_131
Formosa sp. Hel3_A1_48
bacterium AB1
Leptospira tipperaryensis
Sulfurospirillum halorespirans
Bacillus beveridgei
Pedobacter steynii
Xenorhabdus hominickii
Cobetia marina
Porphyrobacter sp. LM 6
Bacillus sp. FJAT-14266
Alkalihalobacillus gibsonii
Erythrobacter litoralis
Enterobacter sp. HK169
Burkholderia ubonensis
Burkholderia stagnalis
Burkholderia sp. Bp7605
Burkholderia metallica
Burkholderia pseudomultivorans
Burkholderia territorii
Burkholderia diffusa
Sphingomonas panacis
Peribacillus muralis
Selenomonas sp. oral taxon 920
Anaerolineaceae bacterium oral taxon 439
Dialister pneumosintes
Spiroplasma helicoides
Brucella sp. 2002734562
Acidovorax sp. RAC01
Agrobacterium sp. RAC06
Bosea sp. RAC05
Blastomonas sp. RAC04
Sphingobium sp. RAC03
Sinorhizobium sp. RAC02
Hydrogenophaga sp. RAC07
Methyloversatilis sp. RAC08
Maize bushy stunt phytoplasma
Pseudomonas sp. TCU-HL1
Kangiella sediminilitoris
Streptococcus himalayensis
Serratia surfactantfaciens
Rhodococcus sp. p52
Bordetella sp. H567
Streptomyces sampsonii
Acinetobacter larvae
Pseudomonas sp. TMW 2.1634
Carnobacterium maltaromaticum
Carnobacterium divergens
Pediococcus claussenii
Secundilactobacillus paracollinoides
Fructilactobacillus lindneri
Amycolatopsis orientalis
Cloacibacillus porcorum
Lentzea guizhouensis
Stenotrophomonas nitritireducens
Rhodococcus sp. WB1
Tsuneonella dongtanensis
Bordetella pseudohinzii
Pseudonocardia sp. HH130630-07
Thermoclostridium stercorarium
Immundisolibacter cernigliae
Wenyingzhuangia fucanilytica
Fictibacillus arsenicus
Bradyrhizobium icense
Helicobacter sp. MIT 01-6242
Synechococcus sp. PCC 8807
Synechococcus sp. PCC 7117
Synechococcus sp. PCC 7003
Acetivibrio thermocellus
secondary endosymbiont of Trabutina mannipara
Rhizobium sp. S41
Vibrio scophthalmi
Paraurantiacibacter namhicola
Salipiger sp. CCB-MM3
Prosthecochloris sp. CIB 2401
Mesorhizobium amorphae
Serratia inhibens
Serinicoccus hydrothermalis
Paenibacillus yonginensis
Azoarcus olearius
Rhodococcus sp. 008
Thermosipho sp. 1070
Vibrio natriegens
Cryobacterium arcticum
Streptomyces griseochromogenes
Caulobacteraceae bacterium OTSz_A_272
Pandoraea oxalativorans
Lactobacillus gallinarum
Woeseia oceani
Vibrio breoganii
Mycobacteroides immunogenum
Bordetella bronchialis
Bordetella flabilis
Rhizobium sp. N741
Rhizobium sp. N871
Rhizobium sp. N324
Rhizobium sp. N6212
Rhizobium sp. N113
Rhizobium sp. N621
Rhizobium sp. N1314
Rhizobium esperanzae
Rhizobium sp. N731
Rhizobium sp. N1341
Rhizobiales bacterium NRL2
Ralstonia insidiosa
Halothiobacillus sp. LS2
Loigolactobacillus backii
Staphylococcus sp. AntiMn-1
Erythrobacter neustonensis
Altererythrobacter ishigakiensis
Pseudomonas silesiensis
Agromyces aureus
Streptomyces parvulus
Arachidicoccus sp. BS20
Sphingobium sp. EP60837
Pseudomonas sp. GR 6-02
Pseudomonas sp. DR 5-09
Pseudomonas sp. JY-Q
Mycolicibacterium vaccae
Pseudomonas koreensis
Streptomyces sp. SAT1
Niabella ginsenosidivorans
Pseudomonas citronellolis
Francisella persica
Mitsuaria sp. 7
Dokdonia donghaensis
Nocardioides dokdonensis
Shinella sp. HZN7
Brucella pseudogrignonensis
Microbacterium chocolatum
Marinobacterium aestuarii
Streptomyces sp. RTd22
Halotalea alkalilenta
Chryseobacterium glaciei
Bacillus sp. IHB B 7164
Marinobacter sp. LQ44
Pseudomonas antarctica
Acinetobacter sp. NCu2D-2
Leifsonia xyli
Methylomonas sp. DH-1
Flavisolibacter tropicus
Paenibacillus swuensis
Mycobacterium sp. YC-RL4
Deinococcus puniceus
Campylobacter iguaniorum
Denitrobacterium detoxificans
Corynebacterium crudilactis
Streptococcus pantholopis
Dyella thiooxydans
Rathayibacter tritici
Aurantiacibacter atlanticus
Sphingomonas sp. NIC1
Fictibacillus phosphorivorans
Priestia filamentosa
Brevundimonas sp. GW460-12-10-14-LB2
Isoptericola dokdonensis
Moraxella ovis
Paraburkholderia phytofirmans
Anoxybacillus sp. B7M1
Anoxybacillus amylolyticus
Anoxybacillus sp. B2M1
Rhodovulum sulfidophilum
Streptomyces ambofaciens
Ectothiorhodospira sp. BSL-9
Alteromonas stellipolaris
Dokdonella koreensis
Enterobacter sp. ODB01
Streptococcus marmotae
Defluviimonas alba
Devriesea agamarum
Alloactinosynnema sp. L-07
Halomonas sp. R57-5
Rhodococcus sp. PBTS 1
Rhodococcus sp. PBTS 2
Luteitalea pratensis
Mesorhizobium ciceri
Microbulbifer thermotolerans
Rummeliibacillus stabekisii
Acinetobacter sp. TGL-Y2
Haematospirillum jordaniae
Fervidobacterium islandicum
Mycobacterium sp. QIA-37
Streptomyces qaidamensis
Gemmatimonas phototrophica
Pontibacter akesuensis
Desulfuromonas sp. DDH964
Pediococcus damnosus
Sphingopyxis macrogoltabida
Planctomyces sp. SH-PL62
Pirellula sp. SH-Sr6A
Gemmata sp. SH-PL17
Planctomyces sp. SH-PL14
Psychrobacter alimentarius
Aminobacter aminovorans
Betaproteobacteria bacterium UKL13-2
Hyphomonadaceae bacterium UKL13-1
Bacteroidetes bacterium UKL13-3
Rickettsia prowazekii
Helicobacter himalayensis
Candidatus Mikella endobia
Candidatus Tremblaya princeps
Candidatus Hoaglandella endobia
Candidatus Gullanella endobia
Candidatus Doolittlea endobia
Streptomyces avermitilis
Streptococcus halotolerans
Hymenobacter sp. PAMC 26554
Shigella sp. PAMC 28760
Candidatus Tremblaya phenacola
Pseudomonas resinovorans
Spiribacter salinus
Algoriphagus sanaruensis
Psychrobacter sp. P11G5
Psychrobacter sp. P2G3
Enterobacter sp. R4-368
Geobacillus sp. JS12
Paenibacillus mucilaginosus
Simiduia agarivorans
Sporosarcina psychrophila
Pedobacter cryoconitis
Caballeronia insecticola
Idiomarina loihiensis
Spiroplasma syrphidicola
Spiroplasma chrysopicola
Candidatus Phytoplasma australiense
Candidatus Saccharimonas aalborgensis
Thermotoga maritima
Actinoplanes sp. N902-109
Streptococcus sp. A12
Sphingorhabdus sp. M41
Zhongshania aliphaticivorans
Corynebacterium simulans
Obesumbacterium proteus
endosymbiont 'TC1' of Trimyema compressum
Collimonas pratensis
Collimonas arenae
Collimonas fungivorans
Thauera humireducens
Halocynthiibacter arcticus
Mycolicibacterium phlei
Acinetobacter sp. DUT-2
Ramlibacter tataouinensis
Steroidobacter denitrificans
Labrenzia sp. CP4
Rhodoplanes sp. Z2-YC6860
Martelella sp. AD-3
Rufibacter sp. DG15C
Desulfoscipio gibsoniae
Hyphomicrobium denitrificans
Bacillus sp. 1NLA3E
Burkholderia sp. PAMC 28687
Sphingomonas sp. MM-1
Frondihabitans sp. PAMC 28766
Sinomonas atrocyanea
Variovorax sp. PAMC 28711
Blastochloris viridis
Methylomonas denitrificans
Janthinobacterium sp. B9-8
Bifidobacterium angulatum
Faecalibaculum rodentium
Sphingobium sp. MI1205
Sphingobium sp. TKS
Pseudodesulfovibrio indicus
Hymenobacter sp. PAMC 26628
Bosea sp. PAMC 26642
Stenotrophomonas sp. KCTC 12332
Alteromonas addita
Alteromonas sp. Mac2
Alteromonas sp. Mac1
Anaerotignum propionicum
Microbacterium sp. PAMC 28756
Selenomonas sp. oral taxon 136
Gemella sp. oral taxon 928
Bacillus sp. SDLI1
Streptococcus sp. oral taxon 431
Leptotrichia sp. oral taxon 847
Desulfomicrobium orale
Desulfovibrio fairfieldensis
Actinomyces radicidentis
Arthrobacter sp. Hiyo8
Fischerella sp. NIES-3754
Leptolyngbya sp. NIES-3755
Leptolyngbya sp. O-77
Nostoc sp. NIES-3756
Caldimicrobium thiodismutans
Geminocystis sp. NIES-3709
Geminocystis sp. NIES-3708
Sulfurospirillum cavolei
Sulfurospirillum sp. UCH001
Vibrio tritonius
Pseudomonas sp. St29
Pseudomonas sp. Os17
Tannerella forsythia
Bathymodiolus septemdierum thioautotrophic gill symbiont
Thermosulfidibacter takaii
Planococcus kocurii
Halomonas chromatireducens
Erysipelothrix larvae
Limnochorda pilosa
Turicibacter sp. H121
Lutibacter profundi
Liberibacter crescens
Aerococcus viridans
Aerococcus urinaehominis
Aerococcus sanguinicola
Aerococcus christensenii
Methylobacterium sp. AMS5
Microterricola viridarii
Aneurinibacillus sp. XH2
Planococcus rifietoensis
Bradyrhizobium sp. CCGE-LA001
Thermus parvatiensis
Kurthia sp. 11kri321
Candidatus Arsenophonus lipoptenae
Synechococcus sp. PCC 73109
Cronobacter malonaticus
Lentibacillus amyloliquefaciens
Burkholderia sp. Bp5365
Spiroplasma turonicum
Microbacterium sp. XT11
Magnetospirillum sp. XM-1
Pseudomonas sp. URMO17WK12:I11
Aeromicrobium erythreum
Hymenobacter sedentarius
Candidatus Protochlamydia naegleriophila
Acetobacter senegalensis
Azotobacter vinelandii
Clostridium autoethanogenum
Arthrobacter alpinus
Thioalkalivibrio nitratireducens
Pseudarthrobacter sulfonivorans
Streptomyces sp. CdTB01
Mycoplasma sp. (ex Biomphalaria glabrata)
Carnobacterium sp. CP1
Roseateles depolymerans
Tenacibaculum dicentrarchi
Kocuria flava
Paucibacter sp. KCTC 42545
Lacimicrobium alkaliphilum
Pseudoalteromonas translucida
Paenibacillus sp. 32O-W
Paenibacillus naphthalenovorans
Enterococcus silesiacus
Enterobacter lignolyticus
Helicobacter typhlonius
Candidatus Nitrospira inopinata
Pseudoalteromonas sp. Bsw20308
Candidatus Moranella endobia
Streptomyces sp. PAMC 26508
Mycobacteroides saopaulense
Chryseobacterium sp. IHB B 17019
Sphingobium baderi
Nitrosomonas ureae
Arthrobacter sp. YC-RL1
Candidatus Tenderia electrophaga
Paenibacillus sp. IHB B 3084
Prevotella enoeca
Pseudohongiella spirulinae
Pseudoalteromonas phenolica
Colwellia sp. MT41
Salinivirga cyanobacteriivorans
Lysobacter gummosus
Aureimonas sp. AU20
Lysobacter antibioticus
Rickettsia rhipicephali
Octadecabacter arcticus
Octadecabacter antarcticus
Paraglaciecola psychrophila
Candidatus Sulfuricurvum sp. RIFRC-1
Mycobacterium haemophilum
Streptomyces sp. FR-008
Halomonas huangheensis
Candidatus Peribacter riflensis
Nonlabens sp. MIC269
Sediminicola sp. YIK13
Polaribacter sp. MED152
Pseudonocardia sp. EC080619-01
Pseudonocardia sp. EC080610-09
Agarivorans gilvus
Enterobacter sp. E20
Corynebacterium callunae
Pseudomonas sp. ATCC 13867
Azoarcus sp. KH32C
Bdellovibrio exovorus
Hydrogenobaculum sp. SN
Micavibrio aeruginosavorus
Psychromonas sp. CNPT3
Ilumatobacter coccineus
Bibersteinia trehalosi
Rhodanobacter denitrificans
Caulobacter henricii
Pedobacter sp. PACM 27299
Limnohabitans sp. 103DPR2
Limnohabitans sp. 63ED37-2
Candidatus Cloacimonas acidaminovorans
Burkholderia plantarii
Bradyrhizobium oligotrophicum
Devosia sp. A16
beta proteobacterium CB
Hydrogenobaculum sp. HO
Thermus aquaticus
Desulfocapsa sulfexigens
Corynebacterium halotolerans
Candidatus Kinetoplastibacterium oncopeltii
Bartonella australis
Candidatus Kinetoplastibacterium desouzaii
Candidatus Kinetoplastibacterium blastocrithidii
Candidatus Kinetoplastibacterium galatii
Candidatus Kinetoplastibacterium crithidii
Geobacillus sp. GHH01
Blattabacterium sp. (Blatta orientalis)
Mycobacterium liflandii
Anabaena cylindrica
Lawsonia intracellularis
Enterobacteriaceae bacterium strain FGI 57
Nonlabens dokdonensis
Candidatus Uzinura diaspidicola
Mesorhizobium australicum
Tistrella mobilis
Myxococcus stipitatus
Candidatus Blochmannia chromaiodes
Serratia sp. FGI94
Rhizobium tropici
Stanieria cyanosphaera
Gloeocapsa sp. PCC 7428
Prevotella dentalis
Halobacteroides halobius
Saccharothrix espanaensis
Mycobacterium sp. JS623
Oscillatoria acuminata
Chroococcidiopsis thermalis
Pleurocapsa sp. PCC 7327
Synechococcus sp. PCC 7502
Geitlerinema sp. PCC 7407
Pseudanabaena sp. PCC 7367
Thioflavicoccus mobilis
Brachyspira pilosicoli
Desulfitobacterium dichloroeliminans
Echinicola vietnamensis
Singulisphaera acidiphila
Thermobacillus composti
Candidatus Endolissoclinum faulkneri
Deinococcus peraridilitoris
Dactylococcopsis salina
Candidatus Xiphinematobacter sp. Idaho Grape
Halothece sp. PCC 7418
Cyanobacterium stanieri
Cyanobacterium aponinum
Microcoleus sp. PCC 7113
Crinalium epipsammum
Calothrix sp. PCC 6303
Oscillatoria nigro-viridis
Leptolyngbya sp. PCC 7376
Calothrix sp. PCC 7507
Nostoc sp. PCC 7107
Nostoc sp. PCC 7524
Cyanobium gracile
Rivularia sp. PCC 7116
Synechococcus sp. PCC 6312
Microbacterium sp. No. 7
Pseudomonas sp. UW4
Arthrobacter sp. Rue61a
Brevundimonas sp. DS20
Algibacter alginicilyticus
Rufibacter tibetensis
Celeribacter marinus
Mycolicibacterium fortuitum
Acinetobacter equi
Gordonia phthalatica
Actibacterium sp. EMB200-NS6
Azospirillum thiophilum
Citromicrobium sp. JL477
Kibdelosporangium phytohabitans
Psychrobacter urativorans
Pseudonocardia sp. HH130629-09
Pseudonocardia sp. AL041005-10
Pseudomonas versuta
Pseudonocardia sp. EC080625-04
Candidatus Thioglobus autotrophicus
Lawsonella clevelandensis
Companilactobacillus heilongjiangensis
Croceibacterium atlanticum
Olsenella sp. oral taxon 807
Altererythrobacter epoxidivorans
Bartonella ancashensis
Candidatus Pseudothioglobus singularis
Arthrobacter sp. ERGS1:01
Spiroplasma cantharicola
Hymenobacter sp. DG25A
Actinomyces sp. oral taxon 414
Capnocytophaga sp. oral taxon 323
Streptomyces sp. CFMR 7
Desulfuromonas soudanensis
Sphingopyxis sp. 113P3
Corynebacterium deserti
Anabaena sp. WA102
Cronobacter condimenti
Cronobacter dublinensis
Cronobacter muytjensii
Cronobacter universalis
Kocuria palustris
Corynebacterium lactis
Spiroplasma kunkelii
Leptotrichia sp. oral taxon 212
Nitrospira moscoviensis
Chelatococcus sp. CO-6
Candidatus Baumannia cicadellinicola
Herbaspirillum hiltneri
Nitrosospira briensis
Oblitimonas alkaliphila
Spiroplasma litorale
Marinobacter sp. CP1
Microbacterium sp. CGR1
Microcystis panniformis
Bifidobacterium actinocoloniiforme
Labilithrix luteola
Vulgatibacter incomptus
Ottowia sp. oral taxon 894
Shewanella oneidensis
Anabaena sp. 90
Thermus oshimai
Leptospirillum ferriphilum
Pararhodospirillum photometricum
Flavobacterium branchiophilum
Amphibacillus xylanus
Desulfobacula toluolica
Wolbachia endosymbiont of Onchocerca ochengi
Modestobacter marinus
Gordonia sp. KTR9
Desulfosporosinus acidiphilus
Thiocystis violascens
Psychroflexus torquis
Cardinium endosymbiont of Encarsia pergandiella
Methylocystis sp. SC2
Desulfomonile tiedjei
Mycolicibacterium chubuense
Turneriella parva
Desulfovibrio vulgaris
Thermacetogenium phaeum
Novosphingobium sp. PP1Y
Dehalobacter sp. DCA
Dehalobacter sp. CF
Marinitoga piezophila
Hyphomicrobium sp. MC1
Pusillimonas sp. T7-7
Candidatus Blochmannia vafer
Desulfurispirillum indicum
Streptococcus pseudopneumoniae
Candidatus Midichloria mitochondrii
Parachlamydia acanthamoebae
Simkania negevensis
Bartonella clarridgeiae
Emticicia oligotrophica
Acidovorax sp. KKS102
Massilia sp. NR 4-1
Luteipulveratus mongoliensis
Azoarcus sp. CIB
Campylobacter gracilis
Selenomonas sp. oral taxon 478
Arsenicicoccus sp. oral taxon 190
Eubacterium sulci
Chondromyces crocatus
Myxococcus hansupus
Octadecabacter temperatus
Wenzhouxiangella marina
Anoxybacillus gonensis
Mycobacterium goodii
Leptospirillum sp. Group II 'CF-1'
Pseudomonas trivialis
Cycloclasticus sp. P1
Paraburkholderia phenoliruptrix
Alcanivorax dieselolei
Methylophilus sp. TWE2
Edwardsiella sp. EA181011
Exiguobacterium antarcticum
Gottschalkia acidurici
Synechococcus sp. WH 8103
alpha proteobacterium HIMB59
alpha proteobacterium HIMB5
Nocardiopsis alba
secondary endosymbiont of Ctenarytaina eucalypti
secondary endosymbiont of Heteropsylla cubana
Desulfosporosinus meridiei
Mycoplasma genitalium
Acetomicrobium mobile
Desulfitobacterium dehalogenans
Candidatus Methylomirabilis oxyfera
Bernardetia litoralis
Marinobacter nauticus
Candidatus Arthromitus sp. SFB-mouse
Caldisericum exile
Leptospirillum ferrooxidans
Actinoplanes missouriensis
Rubrivivax gelatinosus
Arcobacter sp. L
Rickettsia montanensis
